"sigR","startbio.1.","startbio.2.","interbio.1.","interbio.2.","finalbio.1.","finalbio.2.","min.yr.","max.yr.","res","max.ct.","ct.1.","ct.nyr.","length.r.","exp.mean.log.r...","sd.log.r..","min.r.","quantile.r..0.05.","quantile.r..0.25.","median.r.","quantile.r..0.75.","quantile.r..0.95.","max.r.","exp.mean.log.k...","sd.log.k..","min.k.","quantile.k..0.05.","quantile.k..0.25.","median.k.","quantile.k..0.75.","quantile.k..0.95.","max.k.","exp.mean.log.msy...","sd.log.msy..","min.msy.","quantile.msy..0.05.","quantile.msy..0.25.","median.msy.","quantile.msy..0.75.","quantile.msy..0.95.","max.msy."
0.05,0.75,0.99,0,1,0.25,0.65,1963,2011,"High",98,67.2,41.6,142,0.77874918986424,0.140463766023217,0.606949411531702,0.658227404953235,0.705434793666655,0.749708403746429,0.843407880959722,1.05739819779432,1.20072914797203,247.732850855554,0.0999925695539815,181.260557308042,197.627064630034,234.750089521906,256.193338957288,267.834175204208,275.680647738638,277.178082549516,48.2304392266303,0.0531729261358155,41.9008132425307,44.815371947812,46.4137242191635,48.2325476025312,50.1959328884652,52.6635211122797,54.6186611799873
